data,ano,mes,dia,precipitacao_mm,temperatura_c,umidade_percent,vento_kmh,pressao_hpa,estacao,dia_ano,mes_seno,mes_cosseno,dia_semana,fim_semana,precip_lag_1,temp_lag_1,umidade_lag_1,precip_lag_2,temp_lag_2,umidade_lag_2,precip_lag_3,temp_lag_3,umidade_lag_3,precip_lag_7,temp_lag_7,umidade_lag_7,precip_media_3d,temp_media_3d,umidade_media_3d,precip_media_7d,temp_media_7d,umidade_media_7d,precip_media_14d,temp_media_14d,umidade_media_14d,temp_tendencia,precip_tendencia,fen_El Niño Forte,fen_El Niño Fraco,fen_El Niño Moderado,fen_La Niña Forte,fen_La Niña Fraca,fen_La Niña Moderada,fen_Neutro,estacao_cod,chuva_forte
2018-11-05,2018,11,5,39.7,28.4,67.5,16.7,1010.8,Seca,309,-0.5000000000000004,0.8660254037844384,0,0,11.3,28.3,78.6,29.6,28.3,70.3,33.8,27.8,72.4,47.3,27.6,86.1,26.866666666666674,28.333333333333332,72.13333333333333,35.457142857142856,28.114285714285717,72.18571428571428,31.435714285714287,28.085714285714285,72.92857142857143,0.09999999999999787,28.400000000000002,False,True,False,False,False,False,False,0,1
2018-11-06,2018,11,6,26.4,29.0,71.1,24.7,1014.1,Seca,310,-0.5000000000000004,0.8660254037844384,1,0,39.7,28.4,67.5,11.3,28.3,78.6,29.6,28.3,70.3,0.0,28.1,78.4,25.800000000000008,28.566666666666666,72.39999999999999,39.228571428571435,28.24285714285714,71.14285714285714,31.571428571428573,28.150000000000002,72.79285714285714,0.6000000000000014,-13.300000000000004,False,True,False,False,False,False,False,0,1
2018-11-07,2018,11,7,23.6,27.7,62.1,17.5,1012.3,Seca,311,-0.5000000000000004,0.8660254037844384,2,0,26.4,29.0,71.1,39.7,28.4,67.5,11.3,28.3,78.6,50.5,28.1,72.8,29.900000000000006,28.366666666666664,66.9,35.385714285714286,28.185714285714287,69.61428571428571,31.62142857142857,28.12142857142857,72.00714285714285,-1.3000000000000007,-2.799999999999997,False,True,False,False,False,False,False,0,1
2018-11-08,2018,11,8,23.6,27.1,77.6,20.6,1013.5,Seca,312,-0.5000000000000004,0.8660254037844384,3,0,23.6,27.7,62.1,26.4,29.0,71.1,39.7,28.4,67.5,83.3,27.8,65.3,24.533333333333342,27.933333333333334,70.26666666666667,26.857142857142858,28.085714285714285,71.37142857142858,30.771428571428572,27.95,72.72857142857143,-0.5999999999999979,0.0,False,True,False,False,False,False,False,0,1
2018-11-09,2018,11,9,53.3,26.8,78.8,31.3,1010.5,Seca,313,-0.5000000000000004,0.8660254037844384,4,0,23.6,27.1,77.6,23.6,27.7,62.1,26.4,29.0,71.1,33.8,27.8,72.4,33.50000000000001,27.2,72.83333333333333,29.642857142857142,27.942857142857147,72.28571428571429,34.30714285714286,27.864285714285717,72.5,-0.3000000000000007,29.699999999999996,False,True,False,False,False,False,False,0,1
2018-11-10,2018,11,10,16.7,29.2,68.1,20.2,1010.8,Seca,314,-0.5000000000000004,0.8660254037844384,5,1,53.3,26.8,78.8,23.6,27.1,77.6,23.6,27.7,62.1,29.6,28.3,70.3,31.200000000000006,27.7,74.83333333333333,27.800000000000004,28.071428571428573,71.97142857142856,34.35,27.978571428571428,73.24285714285713,2.3999999999999986,-36.599999999999994,False,True,False,False,False,False,False,0,1
2018-11-11,2018,11,11,4.0,28.8,80.0,19.6,1012.6,Seca,315,-0.5000000000000004,0.8660254037844384,6,1,16.7,29.2,68.1,53.3,26.8,78.8,23.6,27.1,77.6,11.3,28.3,78.6,24.66666666666667,28.26666666666667,75.63333333333333,26.75714285714286,28.142857142857142,72.17142857142856,31.650000000000002,28.071428571428573,73.50714285714285,-0.3999999999999986,-12.7,False,True,False,False,False,False,False,0,0
2018-11-12,2018,11,12,12.4,28.5,72.4,10.2,1010.4,Seca,316,-0.5000000000000004,0.8660254037844384,0,0,4.0,28.8,80.0,16.7,29.2,68.1,53.3,26.8,78.8,39.7,28.4,67.5,11.03333333333334,28.833333333333332,73.5,22.857142857142858,28.157142857142862,72.87142857142858,29.157142857142855,28.13571428571429,72.52857142857142,-0.3000000000000007,8.4,False,True,False,False,False,False,False,0,1
2018-11-13,2018,11,13,12.9,29.4,73.2,12.5,1013.4,Seca,317,-0.5000000000000004,0.8660254037844384,1,0,12.4,28.5,72.4,4.0,28.8,80.0,16.7,29.2,68.1,26.4,29.0,71.1,9.766666666666675,28.899999999999995,75.2,20.928571428571427,28.214285714285715,73.17142857142858,30.078571428571426,28.228571428571428,72.15714285714286,0.8999999999999986,0.5,False,True,False,False,False,False,False,0,1
2018-11-14,2018,11,14,38.8,27.9,80.2,21.3,1013.8,Seca,318,-0.5000000000000004,0.8660254037844384,2,0,12.9,29.4,73.2,12.4,28.5,72.4,4.0,28.8,80.0,23.6,27.7,62.1,21.366666666666674,28.599999999999998,75.26666666666667,23.099999999999998,28.24285714285714,75.75714285714287,29.24285714285714,28.214285714285715,72.68571428571428,-1.5,25.9,False,True,False,False,False,False,False,0,1
2018-11-15,2018,11,15,12.4,27.2,80.3,31.1,1014.4,Seca,319,-0.5000000000000004,0.8660254037844384,3,0,38.8,27.9,80.2,12.9,29.4,73.2,12.4,28.5,72.4,23.6,27.1,77.6,21.366666666666674,28.166666666666668,77.89999999999999,21.5,28.25714285714286,76.14285714285714,24.178571428571434,28.171428571428574,73.75714285714285,-0.6999999999999993,-26.4,False,True,False,False,False,False,False,0,1
2018-11-16,2018,11,16,44.3,28.4,72.5,25.8,1014.7,Seca,320,-0.5000000000000004,0.8660254037844384,4,0,12.4,27.2,80.3,38.8,27.9,80.2,12.9,29.4,73.2,53.3,26.8,78.8,31.83333333333334,27.833333333333332,77.66666666666667,20.214285714285715,28.485714285714284,75.24285714285715,24.928571428571427,28.214285714285715,73.76428571428572,1.1999999999999993,31.9,False,True,False,False,False,False,False,0,1
2018-11-17,2018,11,17,19.8,27.9,70.1,24.6,1012.9,Seca,321,-0.5000000000000004,0.8660254037844384,5,1,44.3,28.4,72.5,12.4,27.2,80.3,38.8,27.9,80.2,16.7,29.2,68.1,25.500000000000004,27.833333333333332,74.3,20.657142857142855,28.3,75.52857142857144,24.228571428571428,28.185714285714287,73.75,-0.5,-24.499999999999996,False,True,False,False,False,False,False,0,1
2018-11-18,2018,11,18,54.1,28.7,60.1,13.5,1011.3,Seca,322,-0.5000000000000004,0.8660254037844384,6,1,19.8,27.9,70.1,44.3,28.4,72.5,12.4,27.2,80.3,4.0,28.8,80.0,39.400000000000006,28.333333333333332,67.56666666666666,27.814285714285713,28.285714285714285,72.68571428571428,27.285714285714285,28.214285714285715,72.42857142857143,0.8000000000000007,34.3,False,True,False,False,False,False,False,0,1
2018-11-19,2018,11,19,0.0,27.8,66.3,16.3,1009.9,Seca,323,-0.5000000000000004,0.8660254037844384,0,0,54.1,28.7,60.1,19.8,27.9,70.1,44.3,28.4,72.5,12.4,28.5,72.4,24.633333333333344,28.133333333333336,65.5,26.042857142857144,28.185714285714283,71.81428571428572,24.45,28.171428571428574,72.34285714285714,-0.8999999999999986,-54.1,False,True,False,False,False,False,False,0,0
2018-11-20,2018,11,20,10.0,29.1,79.1,20.5,1005.0,Seca,324,-0.5000000000000004,0.8660254037844384,1,0,0.0,27.8,66.3,54.1,28.7,60.1,19.8,27.9,70.1,12.9,29.4,73.2,21.366666666666674,28.53333333333333,68.5,25.628571428571426,28.14285714285714,72.65714285714286,23.278571428571432,28.178571428571427,72.91428571428571,1.3000000000000007,10.0,False,True,False,False,False,False,False,0,1
2018-11-21,2018,11,21,14.4,29.7,71.0,15.1,1011.2,Seca,325,-0.5000000000000004,0.8660254037844384,2,0,10.0,29.1,79.1,0.0,27.8,66.3,54.1,28.7,60.1,38.8,27.9,80.2,8.133333333333342,28.866666666666664,72.13333333333334,22.142857142857142,28.400000000000002,71.34285714285714,22.62142857142857,28.321428571428573,73.55,0.5999999999999979,4.4,False,True,False,False,False,False,False,0,1
2018-11-22,2018,11,22,48.8,28.5,68.9,13.0,1010.4,Seca,326,-0.5000000000000004,0.8660254037844384,3,0,14.4,29.7,71.0,10.0,29.1,79.1,0.0,27.8,66.3,12.4,27.2,80.3,24.400000000000006,29.100000000000005,73.0,27.342857142857145,28.585714285714285,69.71428571428571,24.42142857142857,28.42142857142857,72.92857142857143,-1.1999999999999993,34.4,False,True,False,False,False,False,False,0,1
2018-11-23,2018,11,23,5.6,27.5,69.3,18.5,1012.7,Seca,327,-0.5000000000000004,0.8660254037844384,4,0,48.8,28.5,68.9,14.4,29.7,71.0,10.0,29.1,79.1,44.3,28.4,72.5,22.93333333333334,28.566666666666663,69.73333333333333,21.814285714285717,28.45714285714286,69.25714285714285,21.014285714285712,28.471428571428568,72.25,-1.0,-43.199999999999996,False,True,False,False,False,False,False,0,1
2018-11-24,2018,11,24,30.3,27.1,72.5,16.8,1013.3,Seca,328,-0.5000000000000004,0.8660254037844384,5,1,5.6,27.5,69.3,48.8,28.5,68.9,14.4,29.7,71.0,19.8,27.9,70.1,28.233333333333338,27.7,70.23333333333333,23.314285714285713,28.342857142857145,69.60000000000001,21.985714285714284,28.321428571428573,72.56428571428572,-0.3999999999999986,24.700000000000003,False,True,False,False,False,False,False,0,1
2018-11-25,2018,11,25,20.8,28.6,72.2,14.4,1010.2,Seca,329,-0.5000000000000004,0.8660254037844384,6,1,30.3,27.1,72.5,5.6,27.5,69.3,48.8,28.5,68.9,54.1,28.7,60.1,18.90000000000001,27.733333333333334,71.33333333333333,18.557142857142857,28.328571428571426,71.32857142857144,23.185714285714283,28.307142857142857,72.00714285714285,1.5,-9.5,False,True,False,False,False,False,False,0,1
2018-11-26,2018,11,26,8.5,28.0,71.6,23.0,1016.3,Seca,330,-0.5000000000000004,0.8660254037844384,0,0,20.8,28.6,72.2,30.3,27.1,72.5,5.6,27.5,69.3,0.0,27.8,66.3,19.866666666666674,27.900000000000002,72.1,19.771428571428572,28.357142857142858,72.08571428571429,22.907142857142855,28.271428571428572,71.95,-0.6000000000000014,-12.3,False,True,False,False,False,False,False,0,1
2018-11-27,2018,11,27,27.9,28.5,64.7,17.2,1008.6,Seca,331,-0.5000000000000004,0.8660254037844384,1,0,8.5,28.0,71.6,20.8,28.6,72.2,30.3,27.1,72.5,10.0,29.1,79.1,19.066666666666677,28.366666666666664,69.5,22.328571428571426,28.271428571428572,70.02857142857142,23.978571428571428,28.20714285714286,71.34285714285714,0.5,19.4,False,True,False,False,False,False,False,0,1
2018-11-28,2018,11,28,18.6,27.5,66.7,20.9,1014.0,Seca,332,-0.5000000000000004,0.8660254037844384,2,0,27.9,28.5,64.7,8.5,28.0,71.6,20.8,28.6,72.2,14.4,29.7,71.0,18.333333333333343,28.0,67.66666666666667,22.928571428571427,27.957142857142856,69.41428571428573,22.535714285714285,28.178571428571427,70.37857142857142,-1.0,-9.299999999999997,False,True,False,False,False,False,False,0,1
2018-11-29,2018,11,29,24.0,30.0,77.8,23.2,1011.9,Seca,333,-0.5000000000000004,0.8660254037844384,3,0,18.6,27.5,66.7,27.9,28.5,64.7,8.5,28.0,71.6,48.8,28.5,68.9,23.50000000000001,28.666666666666668,69.73333333333333,19.38571428571429,28.17142857142857,70.68571428571428,23.36428571428571,28.37857142857143,70.2,2.5,5.399999999999999,False,True,False,False,False,False,False,0,1
2018-11-30,2018,11,30,8.9,26.4,66.2,33.6,1010.9,Seca,334,-0.5000000000000004,0.8660254037844384,4,0,24.0,30.0,77.8,18.6,27.5,66.7,27.9,28.5,64.7,5.6,27.5,69.3,17.166666666666675,27.96666666666667,70.23333333333333,19.857142857142858,28.014285714285712,70.24285714285715,20.835714285714285,28.235714285714288,69.75,-3.6000000000000014,-15.1,False,True,False,False,False,False,False,0,1
2018-12-01,2018,12,1,0.0,28.1,71.0,15.2,1009.2,Transição,335,-2.4492935982947064e-16,1.0,5,1,8.9,26.4,66.2,24.0,30.0,77.8,18.6,27.5,66.7,30.3,27.1,72.5,10.966666666666677,28.166666666666668,71.66666666666667,15.528571428571428,28.157142857142855,70.02857142857142,19.42142857142857,28.25,69.81428571428572,1.7000000000000028,-8.9,False,True,False,False,False,False,False,1,0
2018-12-02,2018,12,2,22.7,27.5,82.1,14.1,1011.6,Transição,336,-2.4492935982947064e-16,1.0,6,1,0.0,28.1,71.0,8.9,26.4,66.2,24.0,30.0,77.8,20.8,28.6,72.2,10.533333333333342,27.333333333333332,73.1,15.799999999999999,28.0,71.44285714285715,17.178571428571427,28.164285714285715,71.38571428571429,-0.6000000000000014,22.7,False,True,False,False,False,False,False,1,1
2018-12-03,2018,12,3,66.6,27.8,71.1,16.5,1011.4,Transição,337,-2.4492935982947064e-16,1.0,0,0,22.7,27.5,82.1,0.0,28.1,71.0,8.9,26.4,66.2,8.5,28.0,71.6,29.76666666666667,27.8,74.73333333333333,24.099999999999998,27.97142857142857,71.37142857142857,21.935714285714287,28.16428571428571,71.72857142857143,0.3000000000000007,43.89999999999999,False,True,False,False,False,False,False,1,1
2018-12-04,2018,12,4,7.8,27.8,65.3,13.8,1007.6,Transição,338,-2.4492935982947064e-16,1.0,1,0,66.6,27.8,71.1,22.7,27.5,82.1,0.0,28.1,71.0,27.9,28.5,64.7,32.36666666666667,27.7,72.83333333333333,21.228571428571428,27.871428571428574,71.45714285714286,21.77857142857143,28.071428571428573,70.74285714285715,0.0,-58.8,False,True,False,False,False,False,False,1,1
2018-12-05,2018,12,5,91.4,26.9,72.8,12.4,1013.5,Transição,339,-2.4492935982947064e-16,1.0,2,0,7.8,27.8,65.3,66.6,27.8,71.1,22.7,27.5,82.1,18.6,27.5,66.7,55.26666666666667,27.5,69.73333333333333,31.628571428571426,27.785714285714285,72.32857142857142,27.27857142857143,27.871428571428574,70.87142857142858,-0.9000000000000021,83.60000000000001,False,True,False,False,False,False,False,1,1
2018-12-06,2018,12,6,6.0,26.7,73.0,19.0,1012.8,Transição,340,-2.4492935982947064e-16,1.0,3,0,91.4,26.9,72.8,7.8,27.8,65.3,66.6,27.8,71.1,24.0,30.0,77.8,35.06666666666667,27.133333333333336,70.36666666666666,29.057142857142853,27.314285714285717,71.64285714285714,24.22142857142857,27.742857142857144,71.16428571428571,-0.1999999999999993,-85.4,False,True,False,False,False,False,False,1,1
2018-12-07,2018,12,7,76.1,29.7,69.9,13.2,1013.0,Transição,341,-2.4492935982947064e-16,1.0,4,0,6.0,26.7,73.0,91.4,26.9,72.8,7.8,27.8,65.3,8.9,26.4,66.2,57.833333333333336,27.766666666666666,71.9,38.65714285714285,27.785714285714285,72.17142857142856,29.257142857142856,27.900000000000002,71.20714285714286,3.0,70.1,False,True,False,False,False,False,False,1,1
2018-12-08,2018,12,8,21.2,27.0,70.8,21.1,1012.9,Transição,342,-2.4492935982947064e-16,1.0,5,1,76.1,29.7,69.9,6.0,26.7,73.0,91.4,26.9,72.8,0.0,28.1,71.0,34.43333333333334,27.8,71.23333333333333,41.685714285714276,27.62857142857143,72.14285714285714,28.607142857142854,27.892857142857142,71.08571428571427,-2.6999999999999993,-54.89999999999999,False,True,False,False,False,False,False,1,1
2018-12-09,2018,12,9,46.5,26.3,78.4,16.0,1014.8,Transição,343,-2.4492935982947064e-16,1.0,6,1,21.2,27.0,70.8,76.1,29.7,69.9,6.0,26.7,73.0,22.7,27.5,82.1,47.93333333333334,27.666666666666668,73.03333333333335,45.08571428571429,27.45714285714286,71.61428571428571,30.44285714285714,27.728571428571428,71.52857142857144,-0.6999999999999993,25.3,False,True,False,False,False,False,False,1,1
2018-12-10,2018,12,10,45.8,28.7,72.3,19.8,1014.0,Transição,344,-2.4492935982947064e-16,1.0,0,0,46.5,26.3,78.4,21.2,27.0,70.8,76.1,29.7,69.9,66.6,27.8,71.1,37.833333333333336,27.333333333333332,73.83333333333333,42.114285714285714,27.585714285714285,71.78571428571429,33.107142857142854,27.77857142857143,71.57857142857144,2.3999999999999986,-0.7000000000000028,False,True,False,False,False,False,False,1,1
2018-12-11,2018,12,11,61.4,27.3,70.7,31.3,1013.8,Transição,345,-2.4492935982947064e-16,1.0,1,0,45.8,28.7,72.3,46.5,26.3,78.4,21.2,27.0,70.8,7.8,27.8,65.3,51.23333333333334,27.433333333333334,73.8,49.771428571428565,27.514285714285716,72.55714285714285,35.5,27.692857142857143,72.00714285714285,-1.3999999999999986,15.600000000000001,False,True,False,False,False,False,False,1,1
2018-12-12,2018,12,12,170.4,26.6,71.8,12.8,1010.5,Transição,346,-2.4492935982947064e-16,1.0,2,0,61.4,27.3,70.7,45.8,28.7,72.3,46.5,26.3,78.4,91.4,26.9,72.8,92.53333333333335,27.533333333333335,71.60000000000001,61.05714285714286,27.47142857142857,72.41428571428573,46.34285714285714,27.628571428571426,72.37142857142858,-0.6999999999999993,109.0,False,True,False,False,False,False,False,1,1
2018-12-13,2018,12,13,44.6,27.9,69.6,13.1,1014.2,Transição,347,-2.4492935982947064e-16,1.0,3,0,170.4,26.6,71.8,61.4,27.3,70.7,45.8,28.7,72.3,6.0,26.7,73.0,92.13333333333334,27.266666666666666,70.7,66.57142857142857,27.642857142857142,71.92857142857143,47.81428571428571,27.478571428571428,71.78571428571429,1.2999999999999972,-125.80000000000001,False,True,False,False,False,False,False,1,1
2018-12-14,2018,12,14,32.3,26.5,73.3,32.0,1008.7,Transição,348,-2.4492935982947064e-16,1.0,4,0,44.6,27.9,69.6,170.4,26.6,71.8,61.4,27.3,70.7,76.1,29.7,69.9,82.43333333333335,27.0,71.56666666666666,60.31428571428571,27.185714285714287,72.41428571428571,49.48571428571428,27.485714285714288,72.29285714285713,-1.3999999999999986,-12.300000000000004,False,True,False,False,False,False,False,1,1
2018-12-15,2018,12,15,71.7,27.4,73.2,17.2,1010.0,Transição,349,-2.4492935982947064e-16,1.0,5,1,32.3,26.5,73.3,44.6,27.9,69.6,170.4,26.6,71.8,21.2,27.0,70.8,49.53333333333334,27.266666666666666,72.03333333333333,67.52857142857142,27.24285714285714,72.75714285714285,54.607142857142854,27.435714285714283,72.45,0.8999999999999986,39.400000000000006,False,True,False,False,False,False,False,1,1
2018-12-16,2018,12,16,46.9,25.1,72.3,24.2,1008.9,Transição,350,-2.4492935982947064e-16,1.0,6,1,71.7,27.4,73.2,32.3,26.5,73.3,44.6,27.9,69.6,46.5,26.3,78.4,50.30000000000001,26.333333333333332,72.93333333333334,67.58571428571427,27.071428571428573,71.88571428571429,56.33571428571428,27.264285714285712,71.75,-2.299999999999997,-24.800000000000004,False,True,False,False,False,False,False,1,1
2018-12-17,2018,12,17,67.8,27.4,82.1,10.4,1011.2,Transição,351,-2.4492935982947064e-16,1.0,0,0,46.9,25.1,72.3,71.7,27.4,73.2,32.3,26.5,73.3,45.8,28.7,72.3,62.13333333333333,26.633333333333336,75.86666666666666,70.72857142857143,26.885714285714283,73.28571428571429,56.42142857142857,27.235714285714288,72.53571428571429,2.299999999999997,20.9,False,True,False,False,False,False,False,1,1
2018-12-18,2018,12,18,38.4,28.0,72.1,11.7,1006.3,Transição,352,-2.4492935982947064e-16,1.0,1,0,67.8,27.4,82.1,46.9,25.1,72.3,71.7,27.4,73.2,61.4,27.3,70.7,51.03333333333334,26.833333333333332,75.5,67.44285714285714,26.985714285714284,73.48571428571428,58.60714285714285,27.25,73.02142857142857,0.6000000000000014,-29.4,False,True,False,False,False,False,False,1,1
2018-12-19,2018,12,19,69.2,27.9,74.0,18.1,1009.9,Transição,353,-2.4492935982947064e-16,1.0,2,0,38.4,28.0,72.1,67.8,27.4,82.1,46.9,25.1,72.3,170.4,26.6,71.8,58.46666666666667,27.766666666666666,76.06666666666666,52.98571428571428,27.17142857142857,73.8,57.021428571428565,27.321428571428573,73.10714285714286,-0.10000000000000142,30.800000000000004,False,True,False,False,False,False,False,1,1
2018-12-20,2018,12,20,36.4,26.6,68.3,22.2,1014.2,Transição,354,-2.4492935982947064e-16,1.0,3,0,69.2,27.9,74.0,38.4,28.0,72.1,67.8,27.4,82.1,44.6,27.9,69.6,48.00000000000001,27.5,71.46666666666667,51.81428571428571,26.985714285714284,73.61428571428571,59.192857142857136,27.314285714285713,72.77142857142857,-1.2999999999999972,-32.800000000000004,False,True,False,False,False,False,False,1,1
2018-12-21,2018,12,21,26.2,27.8,67.0,16.5,1008.2,Transição,355,-2.4492935982947064e-16,1.0,4,0,36.4,26.6,68.3,69.2,27.9,74.0,38.4,28.0,72.1,32.3,26.5,73.3,43.93333333333334,27.433333333333334,69.76666666666667,50.942857142857136,27.17142857142857,72.71428571428571,55.628571428571426,27.178571428571427,72.56428571428572,1.1999999999999993,-10.2,False,True,False,False,False,False,False,1,1
2018-12-22,2018,12,22,37.5,26.4,61.0,28.8,1012.3,Transição,356,-2.4492935982947064e-16,1.0,5,1,26.2,27.8,67.0,36.4,26.6,68.3,69.2,27.9,74.0,71.7,27.4,73.2,33.366666666666674,26.933333333333337,65.43333333333334,46.05714285714286,27.028571428571432,70.97142857142856,56.792857142857144,27.135714285714283,71.86428571428571,-1.4000000000000021,11.3,False,True,False,False,False,False,False,1,1
2018-12-23,2018,12,23,33.7,29.2,68.1,34.3,1011.7,Transição,357,-2.4492935982947064e-16,1.0,6,1,37.5,26.4,61.0,26.2,27.8,67.0,36.4,26.6,68.3,46.9,25.1,72.3,32.466666666666676,27.799999999999997,65.36666666666666,44.17142857142857,27.61428571428571,70.37142857142858,55.878571428571426,27.342857142857145,71.12857142857142,2.8000000000000007,-3.799999999999997,False,True,False,False,False,False,False,1,1
2018-12-24,2018,12,24,96.4,28.2,73.9,9.8,1007.5,Transição,358,-2.4492935982947064e-16,1.0,0,0,33.7,29.2,68.1,37.5,26.4,61.0,26.2,27.8,67.0,67.8,27.4,82.1,55.866666666666674,27.933333333333334,67.66666666666667,48.25714285714286,27.72857142857143,69.2,59.49285714285714,27.307142857142857,71.24285714285715,-1.0,62.7,False,True,False,False,False,False,False,1,1
2018-12-25,2018,12,25,25.7,27.7,69.0,9.9,1009.6,Transição,359,-2.4492935982947064e-16,1.0,1,0,96.4,28.2,73.9,33.7,29.2,68.1,37.5,26.4,61.0,38.4,28.0,72.1,51.933333333333344,28.366666666666664,70.33333333333333,46.44285714285714,27.685714285714287,68.75714285714285,56.942857142857136,27.335714285714285,71.12142857142857,-0.5,-70.7,False,True,False,False,False,False,False,1,1
2018-12-26,2018,12,26,60.2,28.8,75.4,17.5,1012.6,Transição,360,-2.4492935982947064e-16,1.0,2,0,25.7,27.7,69.0,96.4,28.2,73.9,33.7,29.2,68.1,69.2,27.9,74.0,60.76666666666668,28.23333333333333,72.76666666666667,45.15714285714286,27.814285714285713,68.95714285714287,49.07142857142857,27.492857142857144,71.37857142857142,1.1000000000000014,34.5,False,True,False,False,False,False,False,1,1
2018-12-27,2018,12,27,13.9,28.8,62.7,26.0,1013.5,Transição,361,-2.4492935982947064e-16,1.0,3,0,60.2,28.8,75.4,25.7,27.7,69.0,96.4,28.2,73.9,36.4,26.6,68.3,33.26666666666668,28.433333333333334,69.03333333333335,41.94285714285714,28.12857142857143,68.15714285714286,46.878571428571426,27.557142857142857,70.88571428571429,0.0,-46.300000000000004,False,True,False,False,False,False,False,1,1
2018-12-28,2018,12,28,34.9,28.2,74.3,20.2,1011.7,Transição,362,-2.4492935982947064e-16,1.0,4,0,13.9,28.8,62.7,60.2,28.8,75.4,25.7,27.7,69.0,26.2,27.8,67.0,36.33333333333334,28.599999999999998,70.8,43.185714285714276,28.185714285714287,69.2,47.06428571428571,27.678571428571427,70.95714285714286,-0.6000000000000014,21.0,False,True,False,False,False,False,False,1,1
2018-12-29,2018,12,29,94.7,28.2,70.7,14.5,1015.6,Transição,363,-2.4492935982947064e-16,1.0,5,1,34.9,28.2,74.3,13.9,28.8,62.7,60.2,28.8,75.4,37.5,26.4,61.0,47.83333333333334,28.400000000000002,69.23333333333333,51.357142857142854,28.442857142857143,70.58571428571429,48.707142857142856,27.735714285714288,70.77857142857142,0.0,59.800000000000004,False,True,False,False,False,False,False,1,1
2018-12-30,2018,12,30,182.7,27.2,70.9,16.4,1012.3,Transição,364,-2.4492935982947064e-16,1.0,6,1,94.7,28.2,70.7,34.9,28.2,74.3,13.9,28.8,62.7,33.7,29.2,68.1,104.10000000000001,27.866666666666664,71.96666666666668,72.64285714285714,28.157142857142855,70.98571428571428,58.40714285714286,27.885714285714283,70.67857142857143,-1.0,87.99999999999999,False,True,False,False,False,False,False,1,1
2018-12-31,2018,12,31,85.9,28.1,69.9,18.3,1017.5,Transição,365,-2.4492935982947064e-16,1.0,0,0,182.7,27.2,70.9,94.7,28.2,70.7,34.9,28.2,74.3,96.4,28.2,73.9,121.10000000000002,27.833333333333332,70.5,71.14285714285714,28.142857142857142,70.41428571428573,59.7,27.935714285714287,69.80714285714285,0.9000000000000021,-96.79999999999998,False,True,False,False,False,False,False,1,1
2019-01-01,2019,1,1,42.6,27.2,68.4,15.1,1014.4,Transição,1,0.49999999999999994,0.8660254037844387,1,0,85.9,28.1,69.9,182.7,27.2,70.9,94.7,28.2,70.7,25.7,27.7,69.0,103.73333333333333,27.5,69.73333333333335,73.55714285714286,28.071428571428573,70.32857142857144,60.00000000000001,27.87857142857143,69.54285714285714,-0.9000000000000021,-43.300000000000004,False,False,False,False,False,False,True,1,1
2019-01-02,2019,1,2,116.6,26.8,79.4,13.4,1013.2,Transição,2,0.49999999999999994,0.8660254037844387,2,0,42.6,27.2,68.4,85.9,28.1,69.9,182.7,27.2,70.9,60.2,28.8,75.4,81.7,27.366666666666664,72.56666666666666,81.61428571428571,27.785714285714285,70.9,63.385714285714286,27.8,69.92857142857143,-0.3999999999999986,74.0,False,False,False,False,False,False,True,1,1
2019-01-03,2019,1,3,31.7,26.4,68.7,20.8,1007.5,Transição,3,0.49999999999999994,0.8660254037844387,3,0,116.6,26.8,79.4,42.6,27.2,68.4,85.9,28.1,69.9,13.9,28.8,62.7,63.63333333333333,26.8,72.16666666666667,84.15714285714286,27.442857142857143,71.75714285714285,63.050000000000004,27.785714285714285,69.95714285714287,-0.40000000000000213,-84.89999999999999,False,False,False,False,False,False,True,1,1
2019-01-04,2019,1,4,70.0,25.6,74.6,37.3,1015.6,Transição,4,0.49999999999999994,0.8660254037844387,4,0,31.7,26.4,68.7,116.6,26.8,79.4,42.6,27.2,68.4,34.9,28.2,74.3,72.76666666666667,26.266666666666666,74.23333333333333,89.17142857142858,27.071428571428573,71.8,66.17857142857143,27.62857142857143,70.5,-0.7999999999999972,38.3,False,False,False,False,False,False,True,1,1
2019-01-05,2019,1,5,15.7,26.6,76.8,20.7,1014.5,Transição,5,0.49999999999999994,0.8660254037844387,5,1,70.0,25.6,74.6,31.7,26.4,68.7,116.6,26.8,79.4,94.7,28.2,70.7,39.13333333333335,26.2,73.36666666666667,77.88571428571427,26.842857142857145,72.67142857142856,64.62142857142857,27.642857142857142,71.62857142857143,1.0,-54.3,False,False,False,False,False,False,True,1,1
2019-01-06,2019,1,6,116.9,27.0,74.9,17.7,1012.9,Transição,6,0.49999999999999994,0.8660254037844387,6,1,15.7,26.6,76.8,70.0,25.6,74.6,31.7,26.4,68.7,182.7,27.2,70.9,67.53333333333335,26.400000000000002,75.43333333333334,68.48571428571428,26.814285714285717,73.24285714285715,70.56428571428572,27.485714285714284,72.11428571428571,0.3999999999999986,101.2,False,False,False,False,False,False,True,1,1
2019-01-07,2019,1,7,91.2,25.0,82.3,11.6,1019.6,Transição,7,0.49999999999999994,0.8660254037844387,0,0,116.9,27.0,74.9,15.7,26.6,76.8,70.0,25.6,74.6,85.9,28.1,69.9,74.60000000000001,26.2,78.0,69.24285714285715,26.371428571428574,75.01428571428572,70.19285714285714,27.257142857142856,72.71428571428571,-2.0,-25.700000000000003,False,False,False,False,False,False,True,1,1
