data,ano,mes,dia,fenomeno_climatico,precipitacao_mm,temperatura_c,umidade_percent,vento_kmh,pressao_hpa,estacao
2018-05-30,2018,5,30,El Niño Fraco,79.4,28.2,79.3,14.7,1014.2,Chuvosa
2018-05-31,2018,5,31,El Niño Fraco,147.4,28.4,62.2,18.5,1011.8,Chuvosa
2018-06-01,2018,6,1,El Niño Fraco,165.7,29.1,74.8,22.6,1016.2,Transição
2018-06-02,2018,6,2,El Niño Fraco,61.4,28.2,66.8,28.3,1010.6,Transição
2018-06-03,2018,6,3,El Niño Fraco,90.3,28.8,76.1,17.7,1014.5,Transição
2018-06-04,2018,6,4,El Niño Fraco,48.9,28.1,64.2,10.7,1014.0,Transição
2018-06-05,2018,6,5,El Niño Fraco,35.2,28.8,69.5,15.2,1013.2,Transição
2018-06-06,2018,6,6,El Niño Fraco,57.7,26.5,73.7,18.7,1014.7,Transição
2018-06-07,2018,6,7,El Niño Fraco,109.4,28.2,73.5,27.3,1012.9,Transição
2018-06-08,2018,6,8,El Niño Fraco,30.9,27.9,71.8,16.2,1017.0,Transição
2018-06-09,2018,6,9,El Niño Fraco,47.3,28.7,76.1,15.2,1011.3,Transição
2018-06-10,2018,6,10,El Niño Fraco,69.9,28.4,72.3,14.8,1010.7,Transição
2018-06-11,2018,6,11,El Niño Fraco,99.2,28.9,71.6,14.0,1013.6,Transição
2018-06-12,2018,6,12,El Niño Fraco,127.6,29.7,70.6,23.7,1012.8,Transição
2018-06-13,2018,6,13,El Niño Fraco,0.0,28.3,67.4,19.9,1007.7,Transição
2018-06-14,2018,6,14,El Niño Fraco,35.5,26.7,64.9,16.9,1011.5,Transição
2018-06-15,2018,6,15,El Niño Fraco,139.5,28.0,82.0,28.8,1010.3,Transição
2018-06-16,2018,6,16,El Niño Fraco,15.3,28.4,71.1,14.0,1012.9,Transição
2018-06-17,2018,6,17,El Niño Fraco,228.8,27.5,76.6,10.1,1011.8,Transição
2018-06-18,2018,6,18,El Niño Fraco,91.7,27.7,84.2,18.3,1009.6,Transição
2018-06-19,2018,6,19,El Niño Fraco,289.4,27.8,72.2,10.2,1009.7,Transição
2018-06-20,2018,6,20,El Niño Fraco,61.0,29.1,67.9,28.9,1012.3,Transição
2018-06-21,2018,6,21,El Niño Fraco,158.0,29.2,77.5,12.7,1015.0,Transição
2018-06-22,2018,6,22,El Niño Fraco,34.6,28.0,65.3,12.4,1009.4,Transição
2018-06-23,2018,6,23,El Niño Fraco,129.4,28.4,68.4,15.1,1017.1,Transição
2018-06-24,2018,6,24,El Niño Fraco,182.2,28.3,77.1,48.7,1012.7,Transição
2018-06-25,2018,6,25,El Niño Fraco,23.0,28.0,68.4,11.7,1010.8,Transição
2018-06-26,2018,6,26,El Niño Fraco,83.8,28.4,74.1,13.9,1011.2,Transição
2018-06-27,2018,6,27,El Niño Fraco,16.3,27.7,61.5,24.5,1014.2,Transição
2018-06-28,2018,6,28,El Niño Fraco,53.7,27.4,66.6,36.2,1010.8,Transição
2018-06-29,2018,6,29,El Niño Fraco,89.8,27.8,61.8,11.1,1008.8,Transição
2018-06-30,2018,6,30,El Niño Fraco,59.3,29.1,73.2,16.0,1011.1,Transição
2018-07-01,2018,7,1,El Niño Fraco,69.9,27.6,69.9,21.7,1014.0,Seca
2018-07-02,2018,7,2,El Niño Fraco,73.7,29.3,70.2,20.0,1008.9,Seca
2018-07-03,2018,7,3,El Niño Fraco,0.0,27.2,72.5,28.5,1012.0,Seca
2018-07-04,2018,7,4,El Niño Fraco,38.0,28.8,74.5,14.4,1012.7,Seca
2018-07-05,2018,7,5,El Niño Fraco,29.8,28.5,71.7,20.8,1011.4,Seca
2018-07-06,2018,7,6,El Niño Fraco,147.9,29.5,78.7,16.1,1009.8,Seca
2018-07-07,2018,7,7,El Niño Fraco,85.1,29.6,70.6,13.1,1013.2,Seca
2018-07-08,2018,7,8,El Niño Fraco,9.0,28.6,74.9,21.7,1008.8,Seca
2018-07-09,2018,7,9,El Niño Fraco,86.7,28.2,72.0,18.1,1010.8,Seca
2018-07-10,2018,7,10,El Niño Fraco,27.5,28.4,75.5,20.4,1016.4,Seca
2018-07-11,2018,7,11,El Niño Fraco,89.7,28.6,76.4,20.1,1018.7,Seca
2018-07-12,2018,7,12,El Niño Fraco,100.7,28.7,69.8,14.5,1013.0,Seca
2018-07-13,2018,7,13,El Niño Fraco,16.9,28.6,73.3,13.4,1010.5,Seca
2018-07-14,2018,7,14,El Niño Fraco,117.4,28.4,76.3,14.2,1006.2,Seca
2018-07-15,2018,7,15,El Niño Fraco,54.0,27.3,74.8,9.8,1014.3,Seca
2018-07-16,2018,7,16,El Niño Fraco,74.3,28.2,75.4,8.6,1015.3,Seca
2018-07-17,2018,7,17,El Niño Fraco,129.4,29.0,80.0,10.5,1014.0,Seca
2018-07-18,2018,7,18,El Niño Fraco,67.9,29.3,78.7,23.3,1009.7,Seca
2018-07-19,2018,7,19,El Niño Fraco,92.4,27.9,79.4,10.6,1013.6,Seca
2018-07-20,2018,7,20,El Niño Fraco,0.0,27.6,72.3,28.2,1012.6,Seca
2018-07-21,2018,7,21,El Niño Fraco,26.3,28.5,85.6,10.3,1013.9,Seca
2018-07-22,2018,7,22,El Niño Fraco,27.5,27.6,76.4,15.8,1015.3,Seca
2018-07-23,2018,7,23,El Niño Fraco,7.4,27.1,67.4,12.3,1016.2,Seca
2018-07-24,2018,7,24,El Niño Fraco,101.8,29.0,75.5,13.9,1010.9,Seca
2018-07-25,2018,7,25,El Niño Fraco,22.9,29.1,72.5,24.5,1012.2,Seca
2018-07-26,2018,7,26,El Niño Fraco,30.3,28.0,68.5,18.2,1013.6,Seca
2018-07-27,2018,7,27,El Niño Fraco,51.5,29.0,74.9,8.8,1014.5,Seca
2018-07-28,2018,7,28,El Niño Fraco,44.5,29.1,70.1,9.5,1009.7,Seca
2018-07-29,2018,7,29,El Niño Fraco,81.0,28.6,74.7,11.1,1011.9,Seca
2018-07-30,2018,7,30,El Niño Fraco,34.1,28.6,69.6,14.9,1015.6,Seca
2018-07-31,2018,7,31,El Niño Fraco,22.5,27.8,69.9,13.0,1010.3,Seca
2018-08-01,2018,8,1,El Niño Fraco,28.3,29.2,61.7,31.5,1019.3,Seca
2018-08-02,2018,8,2,El Niño Fraco,9.6,29.5,75.7,17.5,1011.7,Seca
2018-08-03,2018,8,3,El Niño Fraco,27.2,28.8,76.1,12.5,1014.6,Seca
2018-08-04,2018,8,4,El Niño Fraco,0.0,29.6,83.8,14.3,1017.2,Seca
2018-08-05,2018,8,5,El Niño Fraco,2.0,27.3,77.5,9.2,1008.6,Seca
2018-08-06,2018,8,6,El Niño Fraco,16.5,28.7,72.8,19.7,1014.4,Seca
2018-08-07,2018,8,7,El Niño Fraco,5.6,29.7,70.7,17.4,1009.0,Seca
2018-08-08,2018,8,8,El Niño Fraco,0.0,28.2,75.5,13.3,1012.0,Seca
2018-08-09,2018,8,9,El Niño Fraco,21.5,28.1,77.3,21.7,1013.3,Seca
2018-08-10,2018,8,10,El Niño Fraco,34.3,30.2,71.6,19.6,1014.3,Seca
2018-08-11,2018,8,11,El Niño Fraco,46.7,28.7,73.9,24.7,1011.0,Seca
2018-08-12,2018,8,12,El Niño Fraco,29.7,28.8,72.9,12.6,1013.4,Seca
2018-08-13,2018,8,13,El Niño Fraco,27.5,28.5,79.2,13.0,1017.1,Seca
2018-08-14,2018,8,14,El Niño Fraco,42.9,28.7,78.2,11.9,1011.8,Seca
2018-08-15,2018,8,15,El Niño Fraco,13.4,28.2,68.9,12.1,1008.0,Seca
2018-08-16,2018,8,16,El Niño Fraco,18.1,29.6,68.7,13.7,1011.6,Seca
2018-08-17,2018,8,17,El Niño Fraco,21.9,29.8,66.7,12.1,1009.0,Seca
2018-08-18,2018,8,18,El Niño Fraco,0.0,29.9,67.4,23.8,1010.7,Seca
2018-08-19,2018,8,19,El Niño Fraco,27.5,28.6,69.7,17.3,1014.1,Seca
2018-08-20,2018,8,20,El Niño Fraco,25.3,28.3,86.7,20.1,1013.9,Seca
2018-08-21,2018,8,21,El Niño Fraco,22.4,28.9,71.8,10.1,1017.0,Seca
2018-08-22,2018,8,22,El Niño Fraco,30.8,28.0,69.7,12.0,1016.0,Seca
2018-08-23,2018,8,23,El Niño Fraco,0.0,28.8,69.5,23.3,1009.4,Seca
2018-08-24,2018,8,24,El Niño Fraco,10.6,30.3,68.2,19.7,1013.8,Seca
2018-08-25,2018,8,25,El Niño Fraco,59.6,28.3,65.6,13.8,1017.9,Seca
2018-08-26,2018,8,26,El Niño Fraco,19.1,29.2,74.9,18.1,1014.5,Seca
2018-08-27,2018,8,27,El Niño Fraco,8.5,29.0,74.2,20.8,1011.1,Seca
2018-08-28,2018,8,28,El Niño Fraco,40.1,27.2,78.9,16.7,1016.2,Seca
2018-08-29,2018,8,29,El Niño Fraco,22.0,28.6,68.1,27.2,1014.0,Seca
2018-08-30,2018,8,30,El Niño Fraco,18.8,28.8,70.9,18.1,1013.9,Seca
2018-08-31,2018,8,31,El Niño Fraco,30.2,28.0,71.9,14.8,1013.5,Seca
2018-09-01,2018,9,1,El Niño Fraco,0.0,27.6,73.0,10.5,1008.3,Seca
2018-09-02,2018,9,2,El Niño Fraco,2.2,28.7,68.1,15.7,1012.6,Seca
2018-09-03,2018,9,3,El Niño Fraco,2.9,29.1,63.1,25.9,1009.8,Seca
2018-09-04,2018,9,4,El Niño Fraco,35.4,28.3,69.7,18.6,1008.9,Seca
2018-09-05,2018,9,5,El Niño Fraco,0.0,29.1,68.9,11.0,1009.1,Seca
2018-09-06,2018,9,6,El Niño Fraco,51.1,27.8,70.4,14.3,1009.9,Seca
2018-09-07,2018,9,7,El Niño Fraco,0.0,29.5,71.5,27.8,1012.1,Seca
2018-09-08,2018,9,8,El Niño Fraco,45.1,28.2,70.9,17.5,1010.9,Seca
2018-09-09,2018,9,9,El Niño Fraco,8.6,28.0,78.1,18.5,1012.1,Seca
2018-09-10,2018,9,10,El Niño Fraco,0.0,28.1,69.4,31.6,1013.7,Seca
2018-09-11,2018,9,11,El Niño Fraco,34.0,28.6,75.8,16.5,1009.4,Seca
2018-09-12,2018,9,12,El Niño Fraco,0.0,28.1,80.7,34.5,1014.8,Seca
2018-09-13,2018,9,13,El Niño Fraco,49.8,28.3,60.1,19.8,1013.8,Seca
2018-09-14,2018,9,14,El Niño Fraco,8.7,27.9,77.1,14.2,1018.1,Seca
2018-09-15,2018,9,15,El Niño Fraco,5.3,28.1,69.4,11.8,1005.9,Seca
2018-09-16,2018,9,16,El Niño Fraco,15.6,28.5,76.0,24.6,1017.8,Seca
2018-09-17,2018,9,17,El Niño Fraco,14.2,30.0,64.4,11.6,1012.0,Seca
2018-09-18,2018,9,18,El Niño Fraco,4.3,28.3,64.3,11.6,1009.8,Seca
2018-09-19,2018,9,19,El Niño Fraco,0.0,27.5,77.9,13.5,1013.1,Seca
2018-09-20,2018,9,20,El Niño Fraco,0.0,27.4,61.2,15.9,1011.2,Seca
2018-09-21,2018,9,21,El Niño Fraco,26.2,29.0,71.9,24.7,1014.7,Seca
2018-09-22,2018,9,22,El Niño Fraco,24.0,28.6,67.8,19.4,1011.5,Seca
2018-09-23,2018,9,23,El Niño Fraco,0.0,27.7,77.0,17.3,1008.7,Seca
2018-09-24,2018,9,24,El Niño Fraco,11.1,27.9,67.5,13.3,1011.9,Seca
2018-09-25,2018,9,25,El Niño Fraco,10.2,25.5,68.0,14.2,1015.3,Seca
2018-09-26,2018,9,26,El Niño Fraco,0.0,28.8,68.0,13.8,1012.3,Seca
2018-09-27,2018,9,27,El Niño Fraco,18.4,28.9,64.0,18.1,1014.1,Seca
2018-09-28,2018,9,28,El Niño Fraco,31.5,28.2,66.5,14.4,1013.8,Seca
2018-09-29,2018,9,29,El Niño Fraco,0.0,28.6,69.8,16.0,1012.7,Seca
2018-09-30,2018,9,30,El Niño Fraco,5.9,27.7,77.5,14.3,1005.8,Seca
2018-10-01,2018,10,1,El Niño Fraco,28.7,26.6,75.8,12.6,1013.7,Seca
2018-10-02,2018,10,2,El Niño Fraco,40.9,28.8,66.9,13.9,1005.8,Seca
2018-10-03,2018,10,3,El Niño Fraco,14.8,28.1,67.8,12.9,1007.5,Seca
2018-10-04,2018,10,4,El Niño Fraco,25.4,27.7,70.9,26.2,1010.1,Seca
2018-10-05,2018,10,5,El Niño Fraco,16.3,28.7,70.8,15.1,1011.4,Seca
2018-10-06,2018,10,6,El Niño Fraco,60.1,29.5,77.2,10.9,1008.6,Seca
2018-10-07,2018,10,7,El Niño Fraco,22.6,29.1,68.2,14.6,1009.8,Seca
2018-10-08,2018,10,8,El Niño Fraco,33.9,27.2,70.8,17.7,1013.6,Seca
2018-10-09,2018,10,9,El Niño Fraco,5.5,27.3,71.1,25.3,1007.4,Seca
2018-10-10,2018,10,10,El Niño Fraco,47.9,28.4,79.7,17.3,1012.0,Seca
2018-10-11,2018,10,11,El Niño Fraco,5.9,27.0,85.6,18.8,1008.8,Seca
2018-10-12,2018,10,12,El Niño Fraco,45.5,28.8,73.9,12.7,1014.0,Seca
2018-10-13,2018,10,13,El Niño Fraco,31.6,28.6,76.1,12.9,1014.4,Seca
2018-10-14,2018,10,14,El Niño Fraco,29.2,27.3,78.6,20.0,1011.9,Seca
2018-10-15,2018,10,15,El Niño Fraco,43.4,26.9,75.5,23.2,1014.5,Seca
2018-10-16,2018,10,16,El Niño Fraco,23.4,27.5,70.9,12.2,1015.6,Seca
2018-10-17,2018,10,17,El Niño Fraco,5.8,28.3,72.5,13.3,1009.5,Seca
2018-10-18,2018,10,18,El Niño Fraco,3.1,27.9,72.4,23.4,1013.8,Seca
2018-10-19,2018,10,19,El Niño Fraco,13.9,28.0,72.7,10.0,1013.4,Seca
2018-10-20,2018,10,20,El Niño Fraco,2.6,27.9,74.1,27.8,1006.1,Seca
2018-10-21,2018,10,21,El Niño Fraco,36.4,28.0,72.6,16.8,1015.1,Seca
2018-10-22,2018,10,22,El Niño Fraco,16.2,29.0,69.5,17.5,1014.8,Seca
2018-10-23,2018,10,23,El Niño Fraco,24.5,28.1,73.0,11.6,1015.3,Seca
2018-10-24,2018,10,24,El Niño Fraco,22.9,28.1,73.1,12.6,1007.0,Seca
2018-10-25,2018,10,25,El Niño Fraco,35.5,29.5,67.5,16.3,1011.3,Seca
2018-10-26,2018,10,26,El Niño Fraco,3.8,28.0,82.0,14.6,1008.2,Seca
2018-10-27,2018,10,27,El Niño Fraco,16.1,27.6,57.7,19.0,1008.9,Seca
2018-10-28,2018,10,28,El Niño Fraco,41.8,27.5,76.3,20.7,1013.4,Seca
2018-10-29,2018,10,29,El Niño Fraco,47.3,27.6,86.1,14.4,1012.9,Seca
2018-10-30,2018,10,30,El Niño Fraco,0.0,28.1,78.4,15.7,1007.8,Seca
2018-10-31,2018,10,31,El Niño Fraco,50.5,28.1,72.8,22.4,1011.4,Seca
2018-11-01,2018,11,1,El Niño Fraco,83.3,27.8,65.3,13.8,1009.0,Seca
2018-11-02,2018,11,2,El Niño Fraco,33.8,27.8,72.4,14.7,1013.3,Seca
2018-11-03,2018,11,3,El Niño Fraco,29.6,28.3,70.3,16.0,1010.9,Seca
2018-11-04,2018,11,4,El Niño Fraco,11.3,28.3,78.6,23.2,1012.9,Seca
2018-11-05,2018,11,5,El Niño Fraco,39.7,28.4,67.5,16.7,1010.8,Seca
2018-11-06,2018,11,6,El Niño Fraco,26.4,29.0,71.1,24.7,1014.1,Seca
2018-11-07,2018,11,7,El Niño Fraco,23.6,27.7,62.1,17.5,1012.3,Seca
2018-11-08,2018,11,8,El Niño Fraco,23.6,27.1,77.6,20.6,1013.5,Seca
2018-11-09,2018,11,9,El Niño Fraco,53.3,26.8,78.8,31.3,1010.5,Seca
2018-11-10,2018,11,10,El Niño Fraco,16.7,29.2,68.1,20.2,1010.8,Seca
2018-11-11,2018,11,11,El Niño Fraco,4.0,28.8,80.0,19.6,1012.6,Seca
2018-11-12,2018,11,12,El Niño Fraco,12.4,28.5,72.4,10.2,1010.4,Seca
2018-11-13,2018,11,13,El Niño Fraco,12.9,29.4,73.2,12.5,1013.4,Seca
2018-11-14,2018,11,14,El Niño Fraco,38.8,27.9,80.2,21.3,1013.8,Seca
2018-11-15,2018,11,15,El Niño Fraco,12.4,27.2,80.3,31.1,1014.4,Seca
2018-11-16,2018,11,16,El Niño Fraco,44.3,28.4,72.5,25.8,1014.7,Seca
2018-11-17,2018,11,17,El Niño Fraco,19.8,27.9,70.1,24.6,1012.9,Seca
2018-11-18,2018,11,18,El Niño Fraco,54.1,28.7,60.1,13.5,1011.3,Seca
2018-11-19,2018,11,19,El Niño Fraco,0.0,27.8,66.3,16.3,1009.9,Seca
2018-11-20,2018,11,20,El Niño Fraco,10.0,29.1,79.1,20.5,1005.0,Seca
2018-11-21,2018,11,21,El Niño Fraco,14.4,29.7,71.0,15.1,1011.2,Seca
2018-11-22,2018,11,22,El Niño Fraco,48.8,28.5,68.9,13.0,1010.4,Seca
2018-11-23,2018,11,23,El Niño Fraco,5.6,27.5,69.3,18.5,1012.7,Seca
2018-11-24,2018,11,24,El Niño Fraco,30.3,27.1,72.5,16.8,1013.3,Seca
2018-11-25,2018,11,25,El Niño Fraco,20.8,28.6,72.2,14.4,1010.2,Seca
2018-11-26,2018,11,26,El Niño Fraco,8.5,28.0,71.6,23.0,1016.3,Seca
2018-11-27,2018,11,27,El Niño Fraco,27.9,28.5,64.7,17.2,1008.6,Seca
2018-11-28,2018,11,28,El Niño Fraco,18.6,27.5,66.7,20.9,1014.0,Seca
2018-11-29,2018,11,29,El Niño Fraco,24.0,30.0,77.8,23.2,1011.9,Seca
2018-11-30,2018,11,30,El Niño Fraco,8.9,26.4,66.2,33.6,1010.9,Seca
2018-12-01,2018,12,1,El Niño Fraco,0.0,28.1,71.0,15.2,1009.2,Transição
2018-12-02,2018,12,2,El Niño Fraco,22.7,27.5,82.1,14.1,1011.6,Transição
2018-12-03,2018,12,3,El Niño Fraco,66.6,27.8,71.1,16.5,1011.4,Transição
2018-12-04,2018,12,4,El Niño Fraco,7.8,27.8,65.3,13.8,1007.6,Transição
2018-12-05,2018,12,5,El Niño Fraco,91.4,26.9,72.8,12.4,1013.5,Transição
2018-12-06,2018,12,6,El Niño Fraco,6.0,26.7,73.0,19.0,1012.8,Transição
2018-12-07,2018,12,7,El Niño Fraco,76.1,29.7,69.9,13.2,1013.0,Transição
2018-12-08,2018,12,8,El Niño Fraco,21.2,27.0,70.8,21.1,1012.9,Transição
2018-12-09,2018,12,9,El Niño Fraco,46.5,26.3,78.4,16.0,1014.8,Transição
2018-12-10,2018,12,10,El Niño Fraco,45.8,28.7,72.3,19.8,1014.0,Transição
2018-12-11,2018,12,11,El Niño Fraco,61.4,27.3,70.7,31.3,1013.8,Transição
2018-12-12,2018,12,12,El Niño Fraco,170.4,26.6,71.8,12.8,1010.5,Transição
2018-12-13,2018,12,13,El Niño Fraco,44.6,27.9,69.6,13.1,1014.2,Transição
2018-12-14,2018,12,14,El Niño Fraco,32.3,26.5,73.3,32.0,1008.7,Transição
2018-12-15,2018,12,15,El Niño Fraco,71.7,27.4,73.2,17.2,1010.0,Transição
2018-12-16,2018,12,16,El Niño Fraco,46.9,25.1,72.3,24.2,1008.9,Transição
2018-12-17,2018,12,17,El Niño Fraco,67.8,27.4,82.1,10.4,1011.2,Transição
2018-12-18,2018,12,18,El Niño Fraco,38.4,28.0,72.1,11.7,1006.3,Transição
2018-12-19,2018,12,19,El Niño Fraco,69.2,27.9,74.0,18.1,1009.9,Transição
2018-12-20,2018,12,20,El Niño Fraco,36.4,26.6,68.3,22.2,1014.2,Transição
2018-12-21,2018,12,21,El Niño Fraco,26.2,27.8,67.0,16.5,1008.2,Transição
2018-12-22,2018,12,22,El Niño Fraco,37.5,26.4,61.0,28.8,1012.3,Transição
2018-12-23,2018,12,23,El Niño Fraco,33.7,29.2,68.1,34.3,1011.7,Transição
2018-12-24,2018,12,24,El Niño Fraco,96.4,28.2,73.9,9.8,1007.5,Transição
2018-12-25,2018,12,25,El Niño Fraco,25.7,27.7,69.0,9.9,1009.6,Transição
2018-12-26,2018,12,26,El Niño Fraco,60.2,28.8,75.4,17.5,1012.6,Transição
2018-12-27,2018,12,27,El Niño Fraco,13.9,28.8,62.7,26.0,1013.5,Transição
2018-12-28,2018,12,28,El Niño Fraco,34.9,28.2,74.3,20.2,1011.7,Transição
2018-12-29,2018,12,29,El Niño Fraco,94.7,28.2,70.7,14.5,1015.6,Transição
2018-12-30,2018,12,30,El Niño Fraco,182.7,27.2,70.9,16.4,1012.3,Transição
2018-12-31,2018,12,31,El Niño Fraco,85.9,28.1,69.9,18.3,1017.5,Transição
2019-01-01,2019,1,1,Neutro,42.6,27.2,68.4,15.1,1014.4,Transição
2019-01-02,2019,1,2,Neutro,116.6,26.8,79.4,13.4,1013.2,Transição
2019-01-03,2019,1,3,Neutro,31.7,26.4,68.7,20.8,1007.5,Transição
2019-01-04,2019,1,4,Neutro,70.0,25.6,74.6,37.3,1015.6,Transição
2019-01-05,2019,1,5,Neutro,15.7,26.6,76.8,20.7,1014.5,Transição
2019-01-06,2019,1,6,Neutro,116.9,27.0,74.9,17.7,1012.9,Transição
2019-01-07,2019,1,7,Neutro,91.2,25.0,82.3,11.6,1019.6,Transição
2019-01-08,2019,1,8,Neutro,70.2,27.3,68.9,13.3,1010.1,Transição
2019-01-09,2019,1,9,Neutro,90.1,26.5,64.9,14.1,1017.0,Transição
2019-01-10,2019,1,10,Neutro,29.7,27.3,69.4,17.1,1011.5,Transição
2019-01-11,2019,1,11,Neutro,67.4,25.8,71.7,11.4,1011.4,Transição
2019-01-12,2019,1,12,Neutro,55.0,28.2,76.4,16.7,1009.0,Transição
2019-01-13,2019,1,13,Neutro,17.1,27.3,68.4,16.3,1007.3,Transição
2019-01-14,2019,1,14,Neutro,54.6,25.7,73.1,10.9,1016.1,Transição
2019-01-15,2019,1,15,Neutro,116.0,27.2,70.6,10.6,1011.8,Transição
2019-01-16,2019,1,16,Neutro,75.5,24.7,81.1,22.0,1012.6,Transição
2019-01-17,2019,1,17,Neutro,45.7,27.6,84.5,12.1,1013.3,Transição
2019-01-18,2019,1,18,Neutro,78.6,26.6,74.2,26.9,1009.8,Transição
2019-01-19,2019,1,19,Neutro,108.6,26.5,63.0,13.1,1019.3,Transição
2019-01-20,2019,1,20,Neutro,11.1,27.3,77.3,20.9,1012.0,Transição
2019-01-21,2019,1,21,Neutro,45.9,27.6,70.9,22.2,1010.4,Transição
2019-01-22,2019,1,22,Neutro,22.9,27.6,70.5,14.7,1009.8,Transição
2019-01-23,2019,1,23,Neutro,3.6,28.0,79.7,13.9,1013.0,Transição
2019-01-24,2019,1,24,Neutro,123.1,26.0,77.2,14.9,1003.6,Transição
2019-01-25,2019,1,25,Neutro,95.0,25.5,74.7,14.5,1009.4,Transição
2019-01-26,2019,1,26,Neutro,88.1,26.9,77.9,23.2,1011.8,Transição
2019-01-27,2019,1,27,Neutro,55.0,26.9,79.4,16.0,1010.0,Transição
2019-01-28,2019,1,28,Neutro,146.1,28.0,76.4,17.3,1011.1,Transição
2019-01-29,2019,1,29,Neutro,60.3,26.0,74.1,16.8,1016.9,Transição
2019-01-30,2019,1,30,Neutro,58.1,27.1,72.7,13.9,1006.5,Transição
2019-01-31,2019,1,31,Neutro,29.5,27.0,86.5,14.5,1012.4,Transição
2019-02-01,2019,2,1,Neutro,115.3,26.7,72.4,16.8,1006.1,Chuvosa
2019-02-02,2019,2,2,Neutro,236.6,26.4,61.5,23.0,1011.1,Chuvosa
2019-02-03,2019,2,3,Neutro,162.3,28.8,73.5,21.6,1009.0,Chuvosa
2019-02-04,2019,2,4,Neutro,82.2,28.3,65.2,11.4,1010.4,Chuvosa
2019-02-05,2019,2,5,Neutro,34.9,27.0,73.0,11.3,1015.3,Chuvosa
2019-02-06,2019,2,6,Neutro,309.8,26.5,77.5,14.7,1015.2,Chuvosa
2019-02-07,2019,2,7,Neutro,307.3,25.7,88.5,20.6,1011.1,Chuvosa
2019-02-08,2019,2,8,Neutro,149.8,26.7,67.8,23.4,1014.5,Chuvosa
2019-02-09,2019,2,9,Neutro,149.6,28.3,77.2,21.8,1012.7,Chuvosa
2019-02-10,2019,2,10,Neutro,46.8,27.9,80.4,22.4,1013.0,Chuvosa
2019-02-11,2019,2,11,Neutro,121.1,26.2,78.3,24.0,1019.4,Chuvosa
2019-02-12,2019,2,12,Neutro,39.0,27.1,76.4,17.9,1014.3,Chuvosa
2019-02-13,2019,2,13,Neutro,165.1,27.2,76.7,15.4,1003.2,Chuvosa
2019-02-14,2019,2,14,Neutro,47.3,26.1,82.0,13.5,1012.4,Chuvosa
2019-02-15,2019,2,15,Neutro,241.0,27.5,75.0,18.2,1007.8,Chuvosa
2019-02-16,2019,2,16,Neutro,43.0,27.4,77.2,16.7,1014.9,Chuvosa
2019-02-17,2019,2,17,Neutro,253.9,27.2,73.3,14.3,1006.8,Chuvosa
2019-02-18,2019,2,18,Neutro,160.1,26.9,75.5,9.9,1010.1,Chuvosa
2019-02-19,2019,2,19,Neutro,125.7,25.9,70.2,26.0,1006.8,Chuvosa
2019-02-20,2019,2,20,Neutro,512.4,26.8,64.2,14.6,1013.6,Chuvosa
2019-02-21,2019,2,21,Neutro,251.7,26.7,70.7,24.0,1012.5,Chuvosa
2019-02-22,2019,2,22,Neutro,133.2,26.0,68.1,19.2,1017.6,Chuvosa
2019-02-23,2019,2,23,Neutro,23.2,27.6,72.1,26.4,1010.4,Chuvosa
2019-02-24,2019,2,24,Neutro,39.5,27.9,79.8,15.2,1009.0,Chuvosa
2019-02-25,2019,2,25,Neutro,26.6,27.2,77.1,14.6,1010.9,Chuvosa
2019-02-26,2019,2,26,Neutro,495.5,26.8,68.2,10.0,1013.1,Chuvosa
2019-02-27,2019,2,27,Neutro,145.2,27.9,69.9,11.6,1009.8,Chuvosa
2019-02-28,2019,2,28,Neutro,290.5,27.0,76.4,20.4,1013.1,Chuvosa
2019-03-01,2019,3,1,Neutro,208.2,27.3,72.7,16.4,1017.3,Chuvosa
2019-03-02,2019,3,2,Neutro,333.6,26.8,78.4,11.0,1010.8,Chuvosa
2019-03-03,2019,3,3,Neutro,115.2,26.8,71.6,21.6,1016.5,Chuvosa
2019-03-04,2019,3,4,Neutro,26.3,27.8,73.6,14.7,1014.9,Chuvosa
2019-03-05,2019,3,5,Neutro,412.0,27.8,83.3,12.8,1009.8,Chuvosa
2019-03-06,2019,3,6,Neutro,170.2,27.4,66.0,10.0,1016.2,Chuvosa
2019-03-07,2019,3,7,Neutro,148.2,26.7,74.2,11.0,1011.7,Chuvosa
2019-03-08,2019,3,8,Neutro,377.9,27.1,72.6,11.4,1011.6,Chuvosa
2019-03-09,2019,3,9,Neutro,508.3,27.0,82.7,18.3,1011.1,Chuvosa
2019-03-10,2019,3,10,Neutro,290.5,27.1,72.5,18.9,1014.6,Chuvosa
2019-03-11,2019,3,11,Neutro,48.0,27.5,68.7,19.5,1009.9,Chuvosa
2019-03-12,2019,3,12,Neutro,106.9,27.4,71.9,12.8,1015.6,Chuvosa
2019-03-13,2019,3,13,Neutro,226.7,26.7,72.9,17.5,1009.8,Chuvosa
2019-03-14,2019,3,14,Neutro,0.0,27.9,82.4,18.1,1011.9,Chuvosa
2019-03-15,2019,3,15,Neutro,125.7,27.8,67.2,14.6,1013.3,Chuvosa
2019-03-16,2019,3,16,Neutro,94.7,26.6,77.1,15.8,1013.5,Chuvosa
2019-03-17,2019,3,17,Neutro,450.1,27.2,81.1,28.8,1010.3,Chuvosa
2019-03-18,2019,3,18,Neutro,22.1,27.4,75.7,19.1,1006.6,Chuvosa
